OBJECTID,linkid,description,site_origin,site_destination,direction
58336,3638,"PHW, Corangamite St to McLennan St",5033,5034,WB
58337,3639,"PHW, McLennan St to Corangamite St",5034,5033,EB
58338,3640,"Shannon Ave, Aberdeen St to West Fyans Rd",5302,5305,SB
58339,3641,"Shannon Ave, West Fyans Rd to Aberdeen St",5305,5302,NB
58340,3642,"West Fyans Rd, Shannon Ave to La Trobe Terrace",5305,5023,EB
58341,3643,"West Fyans Rd, La Trobe Terrace to Shannon Ave",5023,5305,WB
58342,3644,"Shannon Ave/Barrabool Rd, West Fyans to Belle Vue Ave",5305,5114,SB
58343,3645,"Shannon Ave/Barrabool Rd, Belle Vue Ave to West Fyans",5114,5305,NB
58344,3646,"Barrabool Rd, Belle Vye Ave to Princes Fwy",5114,5142,WB
58345,3647,"Barrabool Rd, Princes Fwy to Belle Vue Ave",5142,5114,EB
58346,3669,"Para Rd, Grimshaw St to Main Rd",3345,719,SB
58347,3670,"Churchill Ave, Ashley St to Hampstead Rd",4948,4937,NB
58348,3671,"Churchill Ave, Hampstead Rd to Ashley St",4937,4948,SB
58349,3672,"Craigieburn Rd West, Vantage Blvd to Hume Hwy",1363,2185,EB
58350,3673,"Craigieburn Rd West, Hume Hwy to Vantage Blvd",2185,1363,WB
58351,3674,"Hume Hwy, Craigieburn Rd West to Cooper St",2185,2161,SB
58352,3675,"Hume Hwy, Cooper St to Craigieburn Rd West",2161,2185,NB
58353,3676,"Gorge Rd/Kurrak Rd/ Yan Yean Rd, Plenty Rd to Diamond Creek Rd",3946,4176,SEB
58354,3677,"Gorge Rd/Kurrak Rd/ Yan Yean Rd, Diamond Creek Rd to Plenty Rd",4176,3946,NWB
58355,3678,"Porter St/Heidelberg-Warrandyte Rd, Fitzsimons Ln to Alexander Rd",725,315,EB
58356,3679,"Porter St/Heidelberg-Warrandyte Rd, Alexander Rd to Fitzsimons Ln",315,725,WB
58357,3680,"Andersons Creek Rd, Reynolds Rd to Alexander Rd",704,315,NB
58358,3681,"Andersons Creek Rd, Alexander Rd to Reynolds Rd",315,704,SB
58359,3682,"Andersons Creek Rd/Heidelberg Warrandyte Rd/Porter St, Fitzsimmons Ln to Reynolds Rd",725,704,NWB
58360,3683,"Andersons Creek Rd/Heidelberg Warrandyte Rd/Porter St, Reynolds Rd to Fitzsimmons Ln",704,725,SEB
58361,3684,"Cranbourne Rd, Fletcher Rd to McMahons Rd",272,731,EB
58362,3685,"Cranbourne Rd, McMahons Rd to Fletcher Rd",731,272,WB
58363,3686,"Cranbourne Rd, McMahons Rd to Beach St",731,2687,EB
58364,3687,"Cranbourne Rd, Beach St to McMahons Rd",2687,731,WB
58365,3688,"Cranbourne Rd, Fletcher Rd to Davey St",272,745,SB
58366,3689,"Cranbourne Rd, Davey St to Fletcher Rd",745,272,NB
58367,3690,"Hastings Rd, Cranbourne Rd to McMahons Rd",745,738,SB
58368,3691,"Hastings Rd, McMahons Rd to Cranbourne Rd",738,745,NB
58369,3692,"Lower Dandenong Rd, Thrift park Exit to Warren Rd",4645,4646,EB
58370,3693,"Lower Dandenong Rd, Warren Rd to Thrift Park Exit",4646,4645,WB
58371,3694,"Lower Dandenong Rd, Warren Rd to Boundary Rd",4646,4638,EB
58372,3695,"Lower Dandenong Rd, Boundary Rd to Warren Rd",4638,4646,WB
58373,3696,"Lower Dandenong Rd, Boundary Rd to Howard Rd",4638,3148,EB
58374,3697,"Lower Dandenong Rd, Howard Rd to Boundary Rd",3148,4638,WB
58375,3698,"Lower Dandenong Rd, Howard Rd to Centre Dandenong Rd",3148,944,EB
58376,3699,"Lower Dandenong Rd, Centre Dandenong Rd to Howard Rd",944,3148,WB
58377,3700,"Howard Rd, Centre Dandenong Rd to Lower Dandenong Rd",3143,3148,SB
58378,3701,"Howard Rd, Lower Dandenong Rd to Centre Dandenong Rd",3148,3143,NB
58379,3702,"Pascoe Vale Rd, Moreland Rd to Buckley St",3592,3606,SB
58380,3703,"Pascoe Vale Rd, Buckley St to Moreland Rd",3606,3592,NB
58381,3704,"Pascoe Vale Rd, Buckley St to Mount Alexander Rd",3606,3510,SB
58382,3705,"Pascoe Vale Rd, Mount Alexander Rd to Buckley St",3510,3606,NB
58383,3706,"Buckley St, Mount Alexander Rd to Pascoe Vale Rd",3513,3606,EB
58384,3707,"Buckley St, Pascoe Vale Rd to Mount Alexander Rd",3606,3513,WB
58385,3708,"Beach Rd, South Rd to Hampton St",3028,3030,SB
58386,3709,"Beach Rd, Hampton St to South Rd",3030,3028,NB
58387,3710,"Beach Rd, Hampton St to Bay Rd",3030,3032,SB
58388,3711,"Beach Rd, Bay Rd to Hampton St",3032,3030,NB
58389,3712,"Hampton St, South Rd to Beach Rd",3632,3030,SB
58390,3713,"Hampton St, Beach Rd to South Rd",3030,3632,NB
58391,3714,"Wattletree Rd/Ryans Rd, Main Rd to Adenale Rd",711,3354,NB
58392,3715,"Wattletree Rd/Ryans Rd, Adenale Rd to Main Rd",3354,711,SB
58393,3716,"Ryrans Rd, Adenale Rd to Main St",3354,4164,NB
58394,3717,"Ryrans Rd, Main St to Adenale Rd",4164,3354,SB
58395,3718,"Colac Rd, Pioneer Rd to Rossack Dr",5065,5143,WB
58396,3719,"Colac Rd, Rossack Dr to Pioneer Rd",5143,5065,EB
58397,3720,"Hawthorn Rd, Union St to Clive St",3546,3962,SB
58398,3721,"Hawthorn Rd, Clive St to Union St",3962,3546,NB
58399,3722,"Hawthorn Rd/Nepean Hwy, Clive St to Centre Rd",3962,2320,SB
58400,3723,"Hawthorn Rd/Nepean Hwy, Centre Rd to Clive St",2320,3962,NB
58401,3724,"Glen Iris Rd, Camberwell Rd to Toorak Rd",3813,4045,SB
58402,3725,"Glen Iris Rd, Toorak Rd to Camberwell Rd",4045,3813,NB
58403,3726,"Ferntree Gully Rd, Jells Rd to Eastlink",455,1107,EB
58404,3727,"Ferntree Gully Rd, Eastlink to Jells Rd",1107,455,WB
58405,3728,"Ferntree Gully Rd, Eastlink to Stud Rd",1107,456,EB
58406,3729,"Ferntree Gully Rd, Stud Rd to Eastlink",456,1107,WB
58407,3730,"Harold St, Camberwell Rd to Burke Rd",4267,4038,EB
58408,3731,"Harold St, Burke Rd to Camberwell Rd",4038,4267,WB
58409,3732,"Prosepect Hill Rd, Burke Rd to Stanhope Gr",4038,3801,EB
58410,3733,"Prosepect Hill Rd, Stanhope Gr to Burke Rd",3801,4038,WB
58411,3734,"Springfield Rd, Middleborough Rd to Surrey Rd",581,585,EB
58412,3735,"Springfield Rd, Surrey Rd to Middleborough Rd",585,581,WB
58413,3736,"Springfield Rd, Surrey Rd to Springvale Rd",585,413,EB
58414,3737,"Springfield Rd, Springvale Rd to Surrey Rd",413,585,WB
58415,3738,"Springfield Rd, Springvale Rd  to Mitcham Rd ",413,343,EB
58416,3739,"Springfield Rd, Mitcham Rd to Springvale Rd",343,413,WB
58417,3740,"Eley Rd, Station St to Middleborough Rd",3941,3195,EB
58418,3741,"Eley Rd, Middleborough Rd to Station St",3195,3941,WB
58419,3742,"Albion St, Sydney Rd to Holmes St",4006,4007,EB
58420,3743,"Albion St, Holmes St to Sydney Rd",4007,4006,WB
58421,3744,"Barkly St, Ashley St to Gordon St",4950,4240,EB
58422,3745,"Barkly St, Gordon St to Ashley St",4240,4950,WB
58423,3746,"Epsom Rd, Smith field Rd to Macaulay Rd",2501,4480,SB
58424,3747,"Epsom Rd, Macaulay Rd to Smithfield Rd",4480,2501,NB
58425,3748,"Chapel Rd, Cheltenham Rd to Dadenong Pass",923,1337,SB
58426,3749,"Chapel Rd, Dadenong Pass to Cheltenham Rd",1337,923,NB
58427,3750,"Chapel Rd, Dandenong Pass to Hutton Rd",1337,395,SB
58428,3751,"Chapel Rd, Hutton Rd to Dandenong Pass",395,1337,NB
58429,3752,"Perry Rd, Cheltenham Rd to Dandenong Pass",924,1118,SB
58430,3753,"Perry Rd, Dandenong Pass to Cheltenham Rd",1118,924,NB
58431,3754,"Hammond Rd, Cheltenham Rd to Dandenong Pass",651,1120,SB
58432,3755,"Hammond Rd, Dandenong Pass to Cheltenham Rd",1120,651,NB
58433,3756,"Hammond Rd, Dandenong Pass to Greens Rd",1120,665,SB
58434,3757,"Hammond Rd, Greens Rd to Dandenong Pass",665,1120,NB
58435,3758,"Dendy St, Esplanade to Hampton St",3027,3957,EB
58436,3759,"Dendy St, Hampton St to Esplanade",3957,3027,WB
58437,3760,"Koornang Rd, Neerim Rd to North Rd",4084,3559,SB
58438,3761,"Koornang Rd, North Rd to Neerim Rd",3559,4084,NB
58439,3762,"Kooyong Rd, Balaclava Rd to Dandenong Rd",4074,2413,NB
58440,3763,"Kooyong Rd, Dandenong Rd to Balaclava Rd",2413,4074,SB
58441,3764,"High St, Bell St to Normanby Ave",3060,4661,SB
58442,3765,"High St, Normanby Ave to Bell St",4661,3060,NB
58443,3766,"Spring St, Murray Rd to Viola St",4782,3213,NB
58444,3767,"Spring St, Viola St to Murray Rd",3213,4782,SB
58445,3768,"Plenty Rd, Murray Rd to Albert St",4790,3732,NB
58446,3769,"Plenty Rd, Albert St to Murray Rd",3732,4790,SB
58447,3770,"Collins St, Batmans Hill Dr to King St",1072,4584,EB
58448,3771,"Collins St, King St to Batmans Hill Dr",4584,1072,WB
58449,3772,"Sayers Rd, Palmers Rd to Forsyth Rd",5284,5283,WB
58450,3773,"Sayers Rd, Forsyth Rd to Palmers Rd",5283,5284,EB
58451,3774,"Sayers Rd, Forsyth Rd to Morris Rd",5283,5268,WB
58452,3775,"Sayers Rd, Morris Rd to Forsyth Rd",5268,5283,EB
58453,3776,"Forsyth Rd, Sayers Rd to Old Geelong Rd",5283,5328,SB
58454,3777,"Forsyth Rd, Old Geelong Rd to Sayers Rd",5328,5283,NB
58455,3778,"Palmers Rd, Sayers Rd to Princes Fwy West",5284,1399,SB
58456,3779,"Palmers Rd, Princes Fwy West to Sayers Rd",1399,5284,NB
58457,3780,"Brunswick Rd, Lygon St to Sydney Rd",3113,3112,WB
58458,3781,"Brunswick Rd, Sydney Rd to Lygon St",3112,3113,EB
58459,3782,"Brunswick Rd, Lygon St to Nicholson St",3113,3115,EB
58460,3783,"Brunswick Rd, Nicholson St to Lygon St",3115,3113,WB
58461,3784,"Lygon St, Albion St to Brunswick Rd",4007,3113,SB
58462,3785,"Lygon St, Brunswick Rd to Albion St",3113,4007,NB
58463,3786,"Lygon St, Brunswick Rd to Princes St",3113,4380,SB
58464,3787,"Lygon St, Princes St to Brunswick Rd",4380,3113,NB
58465,3788,"Cranbourne Rd, Beach St to Karingal Dr",2687,276,EB
58466,3789,"Cranbourne Rd, Karingal Dr to Beach St",276,2687,WB
58467,3790,"Cranbourne Rd, Karingal Dr to Peninsula Link",276,1302,EB
58468,3791,"Cranbourne Rd, Peninsula Link to Karingal Dr",1302,276,WB
58469,3792,"Cranbourne Rd, Peninsula Link to McClelland Dr",1302,744,EB
58470,3793,"Cranbourne Rd, McClelland Dr to Peninsula Link",744,1302,WB
58471,3794,"Moorooduc Hwy, Hastings Rd to Golf Links Rd",738,737,SB
58472,3795,"Moorooduc Hwy, Golf Links Rd to Hastings Rd",737,738,NB
58473,3796,"Moorooduc Hwy, Golf Links Rd to Robinsons Rd",737,756,SB
58474,3797,"Moorooduc Hwy, Robinsons Rd to Golf Links Rd",756,737,NB
58475,3798,"North Rd, Booran Rd to Bambra Rd",3555,3554,WB
58476,3799,"North Rd, Bambra Rd to Booran Rd",3554,3555,EB
58477,3800,"North Rd, Bambra Rd to Hawthorn Rd",3554,3553,WB
58478,3801,"North Rd, Hawthorn Rd to Bambra Rd",3553,3554,EB
58479,3802,"Thomas St, Centre Rd to North Rd",3959,3554,NB
58480,3803,"Thomas St, North Rd to Centre Rd",3554,3959,SB
58481,3804,"Bambra Rd, North Rd to Glen Eira Rd",3554,4081,NB
58482,3805,"Bambra Rd, Glen Eira Rd to North Rd",4081,3554,SB
58483,3806,"Kambrook Rd, Balaclava Rd to Neerim Rd",4076,4082,SB
58484,3807,"Booran Rd, Neerim Rd to Balaclava Rd",4082,4076,NB
58485,3808,"Centre Rd, Jasper Rd to Tucker Rd",3441,4610,EB
58486,3809,"Centre Rd, Tucker Rd to Jasper Rd",4610,3441,WB
58487,3810,"Centre Rd, Tucker Rd to East Boundary Rd",4610,4613,EB
58488,3811,"Centre Rd, East Boundary Rd to Tucker Rd",4613,4610,WB
58489,3812,"Tucker Rd, North Rd to Centre Rd",3559,4610,SB
58490,3813,"Tucker Rd, Centre Rd to North Rd",4610,3559,NB
58491,3814,"Heidelberg Rd, Chandler Hwy to Station St    ",3308,3306,WB
58492,3815,"Heidelberg Rd, Station St to Chandler Hwy",3306,3308,EB
58493,3816,"Heidelberg Rd, Station St to Westgarth St",3306,1150,WB
58494,3817,"Heidelberg Rd, Westgarth St to Station St	    ",1150,3306,EB
58495,3818,"Pascoe Vale Rd, Glenroy Rd to Western Ring Rd",3599,2172,NB
58496,3819,"Pascoe Vale Rd, Western Ring Rd to Glenroy Rd",2172,3599,SB
58497,3820,"Pascoe Vale Rd, Western Ring Rd to Dimboola Rd",2172,3600,NB
58498,3821,"Pascoe Vale Rd, Dimboola Rd to Western Ring Rd",3600,2172,SB
58499,3822,"Dimboola Rd, Pascoe Vale Rd to Johnstone St",3600,3998,WB
58500,3823,"Pearcedale Pde, Johnstone St to Pascoe Vale Rd",3998,3600,EB
58501,3824,"Johnstone St, Pearcedale Pde to Mickleham Rd",3998,2169,WB
58502,3825,"Broadmeadows Rd, Mickleham Rd to Pearcedale Pde",2169,3998,EB
58503,3826,"Camp Rd, Pearcedale Pde to Blair St",3998,3985,EB
58504,3827,"Camp Rd, Blair St to Pearcedale Pde",3985,3998,WB
58505,3828,"Vineyard Rd, Mitchells La to Elizabeth Dr",3255,3257,SB
58506,3829,"Vineyard Rd, Elizabeth Dr to Mitchells La",3257,3255,NB
58507,3830,"Melba Hwy, Maroondah Hwy to Yarra Glen",152,3763,NB
58508,3831,"Melba Hwy, Yarra Glen to Maroondah Hwy",3763,152,SB
58509,3832,"Warburton Hwy, Don Rd to Yarra Junction",573,154,EB
58510,3833,"Warburton Hwy, Yarra Junction to Don Rd",154,573,WB
58511,3834,"Warburton Hwy, Yarra Junction to Millgrove",154,306,EB
58512,3835,"Warburton Hwy, Millgrove to Yarra Junction",306,154,WB
58513,3836,"Warburton Hwy, Monbulk-Seville Rd to Clegg Rd",822,823,WB
58514,3837,"Warburton Hwy, Clegg Rd to Monbulk-Seville Rd",823,822,EB
58515,3838,"Warburton Hwy, Clegg Rd to Maroondah Hwy",823,147,NB
58516,3839,"Warburton Hwy, Maroondah Hwy to Clegg Rd",147,823,SB
58517,3841,"Burwood Hwy, Belgrave to Glenfern Rd",926,919,WB
58518,3842,"Fletcher Rd, Nepean Hwy to Beach St",274,748,EB
58519,3843,"Fletcher Rd, Beach St to Nepean Hwy",748,274,WB
58520,3844,"Fletcher Rd, Beach St to Cranbourne Rd",748,272,SB
58521,3845,"Fletcher St, Cranbourne Rd to Beach St",272,748,NB
58522,3846,"Beach St, Cranbourne Rd to Fletcher Rd",2687,748,WB
58523,3847,"Beach St, Fletcher Rd to Cranbourne Rd",748,2687,EB
58524,3848,"Sages Rd, Moorooduc Hwy to Baxter Rail Xing",520,1508,EB
58525,3849,"Baxter-Tooradin Rd, Baxter Rail Xing to Moorooduc Hwy",1508,520,WB
58526,3850,"Baxter-Tooradin Rd, Baxter Rail Xing to Pearcedale",1508,973,EB
58527,3851,"Baxter-Tooradin Rd, Pearcedale to Baxter Rail Xing",973,1508,WB
58528,3852,"Thompsons Rd, William Thwaites Bvd to Rosebank Dr",1198,548,WB
58529,3853,"Thompsons Rd, Rosebank Dr to William Thwaites Bvd",548,1198,EB
58530,3854,"Ballan Rd, Hobbs Rd to Bolton Rd",1528,1157,SB
58531,3855,"Ballan Rd, Bolton Rd to Hobbs Rd",1157,1528,NB
58532,3856,"Anderson Rd, Ballarat Rd to Forrest St",2613,4959,SB
58533,3857,"Anderson Rd, Forrest St to Ballarat Rd",4959,2613,NB
58534,3858,"Anderson Rd, Forrest St to Wright St",4959,4952,SB
58535,3859,"Anderson Rd, Wright St to Forrest Rd",4952,4959,NB
58536,3860,"Montague St, Lorimer St to Normanby Rd",4902,3541,SB
58537,3861,"Montague St, Normanby Rd to Lorimer St",3541,4902,NB
58538,3862,"Montague St, Normanby Rd to City Rd",3541,4886,SB
58539,3863,"Montague St, City Rd to Normanby Rd",4886,3541,NB
58540,3864,"Normanby Rd, Ingles St to Montague St",3542,3541,EB
58541,3865,"Normanby Rd, Montague St to Ingles St",3541,3542,WB
58542,3866,"Normanby Rd, Montague St to Clarendon St",3541,4878,EB
58543,3867,"Normanby Rd, Clarendon St to Montague St",4878,3541,WB
58544,3868,"Wangaratta Rd, Sisely Ave to Reid St",6120,6124,NEB
58545,3869,"Wangaratta Rd, Reid St to Sisely Ave",6124,6120,SWB
58546,3870,"Bluff Rd, Wickham Rd to Bay Rd",2350,3102,SB
58547,3871,"Bluff Rd, Bay Rd to Wickham Rd	",3102,2350,NB
58548,3872,"Bluff Rd, Wickham Rd to South Rd",2350,3634,NB
58549,3873,"Bluff Rd, South Rd to Wickham Rd",3634,2350,SB
58550,3874,"Mt Derrimut Rd, Foleys Rd to Australis Dr",2713,2570,SB
58551,3875,"Mt Derrimut Rd, Australis Dr to Foleys Rd",2570,2713,NB
58552,3876,"Mt Derrimut Rd/Station Rd, Foleys Rd to Ballarat Rd",2713,2614,NB
58553,3877,"Station Rd/Mt Derrimut Rd, Ballarat Rd to Foleys Rd",2614,2713,SB
58554,3878,"Morgan St, Melbourne Rd to Thompson Rd",5011,5108,WB
58555,3879,"Morgan St, Thompson Rd to Melbourne Rd",5108,5011,EB
58556,3880,"Thompson Rd, Morgan St to Separation St ",5108,5098,SB
58557,3881,"Thompson Rd, Separation St to Morgan St",5098,5108,NB
58558,3882,"Thompson Rd, Morgan St to Cox Rd",5108,5072,NB
58559,3883,"Thompson Rd, Cox Rd to Morgan St",5072,5108,SB
58560,3884,"Separation St, Thompson Rd to Anakie Rd",5098,5099,WB
58561,3885,"Separation St, Anakie Rd to Thompson Rd",5099,5098,EB
58562,3886,"Anakie Rd, Separation St to Midland Hwy",5099,5106,SB
58563,3887,"Anakie Rd, Midland Hwy Rd to Separation St",5106,5099,NB
58564,3888,"Anakie Rd, Separation St to Access Rd",5099,5045,NB
58565,3889,"Anakie Rd, Access Rd to Separation St",5045,5099,SB
58566,3890,"Sharps Rd, Airport Dr to Melrose Dr",2649,2873,EB
58567,3891,"Sharps Rd, Melrose Dr to Airport Dr",2873,2649,WB
58568,3892,"Calder Fwy, Bulla Rd to Fullarton Rd",31051,2723,WB
58569,3893,"Calder Fwy, Fullarton Rd to Bulla Rd",2723,31051,EB
58570,3894,"Melrose Dr - Tulla Fwy, Sharps Rd to English St",2873,31050,SB
58571,3895,"Tulla Fwy - Melrose Dr, English St to Sharps Rd",31050,2873,NB
58572,3896,"Riddell Rd, Horne St to Evans St",3253,3252,SB
58573,3897,"Riddell Rd, Evans St to Horne St",3252,3253,NB
58574,3898,"Northern Hwy, Union St to Rutledge St",6303,6211,SB
58575,3899,"Northern Hwy, Rutledge St to Union St",6211,6303,NB
58576,3900,"High St/Lincoln Causeway, Hume Hwy to Osburn St",6152,6151,SB
58577,3901,"High St/Lincoln Causeway, Osburn St to Hume Hwy",6151,6152,NB
58578,3902,"High St, Elgin Blvd to Osburn St",6149,6151,NB
58579,3903,"High St, Osburn Street to Elgin Blvd",6151,6149,SB
58580,3904,"High St/Beechworth Rd, Elgin Blvd to Nilmar Ave Ped Xing",6149,6158,SB
58581,3905,"High St/Beechworth Rd, Nilmar Ave Ped Xing to Elgin Blvd",6158,6149,NB
58582,3906,"High St/Lincoln Causeway, Burro Wondoga Quarries Entrance to Hume Hwy",6154,6152,SB
58583,3907,"High St/Lincoln Causeway, High St/Lincoln Causeway, Hume Hwy to Burro Wondoga Quarries Entrance Burro Wondoga Quarries Entrance",6152,6154,NB
58584,3908,"Sturt St, Drummond St to Dawson St",5820,5842,EB
58585,3909,"Sturt St, Dawson St to Drummond St",5842,5820,WB
58586,3910,"Mair St, Midland Hwy/Doveton St to Peel St",5875,5913,EB
58587,3911,"Mair St, Peel St to Midland Hwy/Doveton St",5913,5875,WB
58588,3912,"Midland Hwy/Doveton St, Mair Stto Eyre St",5875,5951,SB
58589,3913,"Midland Hwy/Doveton St, Eyre St to Mair St",5951,5875,NB
58590,3914,"Bellarine Hwy, Boundary Rd to Nelson Ave Ped Xing",5209,5208,SEB
58591,3915,"Bellarine Hwy, Nelson Ave Ped Xing to Boundary Rd",5208,5209,NWB
58592,3916,"Bellarine Hwy/Ormond Rd, McKillop St to Boundary Rd",5207,5209,SEB
58593,3917,"Bellarine Hwy/Ormond Rd, Boundary Rd to McKillop St",5209,5207,NWB
58594,3918,"Boundary Rd, Ryrie St/Portarlington Rd to Bellarine Hwy",5051,5209,SB
58595,3919,"Boundary Rd, Bellarine Hwy to Ryrie St/Portarlington Rd",5209,5051,NB
58596,3920,"Vines Rd/Anakie Rd, Midland Hwy/Ballarat Rd to Church St",5106,5152,SB
58597,3921,"Vines Rd/Anakie Rd, Church St to Midland Hwy/Ballarat Rd",5152,5106,NB
58598,3922,"Midland Hwy/Ballarat Rd, Vines Rd/Anakie Rd to Shannon Ave/Thomson Rd",5106,5103,SB
58599,3923,"Midland Hwy/Ballarat Rd, Shannon Ave/Thomson Rd  to Vines Rd/Anakie Rd ",5103,5106,NB
58600,3926,"Midland Fwy/Ballarat Rd, Rollins Rd/M1 Hwy to Vines Ave/Anakie Rd ",5133,5106,SEB
58601,3927,"Midland Hwy/Ballarat Rd, Vines Ave/Anakie Rd to Rollins Rd/M1 Hwy",5106,5133,NWB
58602,3928,"Midland Hwy/Ballart Rd-Church St, Thompson Rd to Pakington St/Stubbs Ave",5103,5100,SEB
58603,3929,"Midland Hwy/Ballart Rd-Church St, Pakington St/Stubbs Ave toThompson Rd",5100,5103,NWB
58604,3930,"Princes Hwy/Melbourne Rd, N Shore Rd to Mackey St",5011,5013,SB
58605,3931,"Princes Hwy/Melbourne Rd, Mackey St to N Shore Rd ",5013,5011,NB
58606,3932,"M1 Warrigal Rd exit ramp, Huntingdale Rd to Middle Rd, Chaddy",3675,3706,WB
58607,3933,"Princes Way/Queen St., Colman St to Afred St/Normandby Pl",5158,6307,EB
58608,3934,"Princes Way/Queen St., Afred Stt/Normanby Pl to Colman St",6307,5158,WB
58609,3935,"Afred St, Howitt St to Queen St",6305,6307,EB
58610,3936,Afred St Queen St to Howitt St,6307,6305,WB
58611,3937,"Princes Dr, Commercial Rd over bridge to Church St",6657,6665,EB
58612,3938,"Princes Dr, Church St to over bridge to Commercial Rd ",6665,6657,WB
58613,3939,"Princes Dr, Church St  to Vincent Rd",6665,6654,EB
58614,3940,"Princes Dr, Vincent Rd to Church St",6654,6665,WB
58615,3941,"Princes Dr, Vincent Rd to Monash Way",6654,6670,EB
58616,3942,"Princes Dr, Monash Way to Vincent Rd",6670,6654,WB
58617,3943,"Princes Dr, Monash Way to Centre Valley Blvd/Bridle Rd",6670,6673,EB
58618,3944,"Princes Dr, Centre Valley Blvd/Bridle Rd to Monash Way",6673,6670,WB
58619,3945,"Princes Dr,  Centre Valley Blvd/Bridle Rd to Tramway Rd/Alexander Rd",6673,6675,EB
58620,3946,"Princes Dr,Tramway Rd/Alexander Rd to Centre Valley Blvd/Bridle Rd ",6675,6673,WB
58621,3947,"Monash Way, Princes Dr to South of Princes Fwy WB Entry and Exit",6670,6672,SB
58622,3948,"Monash Way, Princes Fwy WB Entry and Exit to Princes Dr",6672,6670,NB
58623,3949,"Princes Dr/Princes Hwy, Tramway Rd/Alexander Rd to Village Ave",6675,6656,EB
58624,3950,"Princes Dr/Princes Hwy, Village Ave toTramway Rd/Alexander Rd",6656,6675,WB
58625,3951,"Princes Hwy, Village Ave to Airfield Rd",6656,5177,EB
58626,3952,"Princes Hwy, Airfield Road to Village Ave",5177,6656,WB
58627,3953,"Princes Hwy, Airfield St to Lafayette St Ped Xing",5177,6691,EB
58628,3954,"Princes Hwy, Lafayette St Ped Xing to Airfield Rd",6691,5177,WB
58629,3955,"Princes Hwy, Lafayette St Ped Xing to Breed St",6691,6685,EB
58630,3956,"Princes Hwy, Breed St to Lafayette St Ped Xing",6685,6691,WB
58631,3957,"Princes Hwy, Breed St to Grey St",6685,6688,EB
58632,3958,"Princes Hwy, Grey St to Breed St",6688,6685,WB
58633,3959,"Princes Hwy, Grey St to Traralgon-Maffra Rd/Eastern Rd/McNairn Rd",6688,6689,EB
58634,3960,"Princes Hwy, Traralgon-Maffra Rd/Eastern Rd/McNairn Rd Grey St",6689,6688,WB
58635,3965,"Princes Hwy, Afred St/Nomanby Pl to Loch St Ped Xing",6307,6616,EB
58636,3966,"Princes Hwy, Loch St Ped Xing to Afred St/Nomanby Pl",6616,6307,WB
58637,3967,"Princes Hwy, Loch St Ped Xing to Ashby St",6616,6697,EB
58638,3968,"Princes Hwy, Ashby St to Loch St Ped Xing",6697,6616,WB
58639,3969,"Princes Hwy, Walsh Rd/Carmut Rd to Laverock Grove",6819,6828,EB
58640,3970,"Princes Hwy, Laverock Grove to  Walsh Rd/Carmut Rd",6828,6819,WB
58641,3971,"Princes Hwy, Laverock Grove Henna St/King St",6828,6813,EB
58642,3972,"Princes Hwy, Henna St/King St to Laverock Grove",6813,6828,WB
58643,3973,"Princes Hwy, Henna St/King St to Banyan St",6813,6812,EB
58644,3974,"Princes Hwy, Banyan St to Henna St/King St",6812,6813,WB
58645,3975,"Princes Hwy/Raglan Pde, Glenrowe Ave/Simson St to Banyan St",6821,6812,WB
58646,3976,"Princes Hwy/Raglan Pde, Glenrowe Ave/Simson St to Horne St/Mahoneys Rd",6821,6822,EB
58647,3977,"Princes Hwy/Raglan Pde, Horne St/Mahoneys Rd to Glenrowe Ave/Simson St",6822,6821,WB
