OBJECTID,linkid,description,site_origin,site_destination,direction
55383,235,"Burke Rd, PHE to Wattletree Rd",2419,4368,NB
55384,236,"Burke Rd, Wattletree Rd to PHE",4368,2419,SB
55385,239,"Monash Fwy, Warrigal Rd to Burke Rd",3681,2845,NB
55386,240,"Monash Fwy, Burke Rd to Warrigal Rd",2845,3681,SB
55387,241,"Thomspons Rd, South Gippsland Hwy to Western Port Hwy",256,3172,WB
55388,285,"PHW, Geelong Rd to Somerville/Roberts",2507,2508,WB
55389,286,"PHW, Somerville/Roberts Rd to Geelong Rd",2508,2507,EB
55390,287,"PHW, Millers/Francis Rd to Somerville/Roberts Rd",2509,2508,EB
55391,288,"PHW, Somerville/Roberts Rd to Millers/Francis Rd",2508,2509,WB
55392,289,"PHW, Little Boundary Bay to Millers/Francis",2513,2509,EB
55393,290,"PHW, Millers/Francis to Little Boundary Bay",2509,2513,WB
55394,291,"Somerville Rd, PHW to Whitehall St",2508,3435,EB
55395,425,"Springvale Rd, Canterbury Rd to Burwood Hwy",417,164,SB
55396,426,"Springvale Rd, Burwood Hwy to  Canterbury Rd ",164,417,NB
55397,427,"Springvale Rd, Burwood Hwy to High St Rd",164,422,SB
55398,428,"Springvale Rd, High St Rd to Burwood Hwy ",422,164,NB
55399,433,"North Rd, Nepean Hwy to Hawthorn Rd",2316,3553,EB
55400,434,"North Rd, Hawthorn Rd to Nepean Hwy",3553,2316,WB
55401,435,"North Rd, Hawthorn Rd to East Boundary Rd ",3553,3560,EB
55402,436,"North Rd, East Boundary Rd to Hawthorn Rd",3560,3553,WB
55403,443,"PHE, Huntingdale Rd to Wellington Rd",2428,2430,EB
55404,444,"PHE, Wellington Rd to Huntingdale Rd ",2430,2428,WB
55405,445,"Springvale Rd, High St Rd to Waverley Rd",422,426,SB
55406,446,"Springvale Rd,  Waverley Rd to High Street Rd ",426,422,NB
55407,447,"Springvale Rd, Waverley Rd to Ferntree Gully Rd",426,429,SB
55408,448,"Springvale Rd,  Ferntree Gully Rd to Waverley Rd",429,426,NB
55409,449,"Springvale Rd, Ferntree Gully Rd to Monash Fwy",429,265,SB
55410,450,"Springvale Rd, Monash Fwy to Ferntree Gully Rd ",265,429,NB
55411,451,"Springvale Rd, Monash Fwy to Wellington Rd",265,432,SB
55412,452,"Springvale Rd, Wellington Rd to Monash Fwy",432,265,NB
55413,457,"Main Rd, Panorama Ave to Bolton St",718,712,EB
55414,458,"Main Rd, Bolton St to Panorama Ave",712,718,WB
55415,459,"Bridge St, Silver St to Main Rd",990,715,EB
55416,460,"Bridge St, Main Rd to Silver St ",715,990,WB
55417,461,"Bolton St, Bridge St to Main Rd",990,712,SB
55418,463,"Sherbourne Rd, Outlook Ave to Silver St",724,990,EB
55419,464,"Sherbourne Rd, Silver St to Outlook Ave ",990,724,WB
55420,465,"Karginal Dr/Bridge St, Silver St to Weidlich Rd",3364,990,EB
55421,466,"Karginal Dr/Bridge St,  Weidlich Rd to Silver St ",990,3364,WB
55422,469,"Warrigal Rd, North Rd to Centre Rd",3693,3694,SB
55423,470,"Warrigal Rd, Centre Rd to North Rd",3694,3693,NB
55424,473,"Plenty Rd, Bent St to Metropolitian Ring Rd",3736,4169,NB
55425,474,"Plenty Rd, Metropolitan Ring Rd to Bend St",4169,3736,SB
55426,475,"Plenty Rd, Metropolitan Ring Rd to McKimmies",4169,4995,NB
55427,476,"Plenty Rd, McKimmies to  Metropolitan Ring Rd ",4995,4169,SB
55428,477,"Plenty Rd, McKimmies Rd to Childs Rd",4995,2763,NB
55429,478,"Plenty Rd,  Childs Rd to McKimmies Rd",2763,4995,SB
55430,479,"Plenty Rd, Albert St to Dunne St ",3732,3734,NB
55431,480,"Plenty Rd, Dunne St to Albert St",3734,3732,SB
55432,481,"Plenty Rd, Dunne St to Greenwood Dr",3734,4181,NB
55433,482,"Plenty Rd, Greenwood Dve to Dunne St",4181,3734,SB
55434,493,"Nicholson St, Holden St to Alexandra Pde ",3115,2100,SB
55435,494,"Nicholson St, Alexandra Pde to Holden St",2100,3115,NB
55436,495,"Nicholson St, Blyth St to Brunswick Rd",4023,3115,SB
55437,496,"Nicholson St,  Brunswick Rd to Blyth St",3115,4023,NB
55438,497,"Western Hwy, Duke St to Ashley St ",2609,2607,EB
55439,498,"Western Hwy, Ashley St to Duke St",2607,2609,WB
55440,499,"Western Hwy, Mcintyre Rd to Duke St ",2613,2609,EB
55441,500,"Western Hwy, Duke St to Mcintyre Rd ",2609,2613,WB
55442,501,"Main Rd, Bolton St to Fitzsimons Ln",712,984,EB
55443,502,"Main Rd, Fitzsimons Ln to Bolton St ",984,712,SB
55444,503,"Metropolitan Ring Rd, Plenty Rd to Greensborough Bypass ",4169,3357,EB
55445,504,"Metropolitan Ring Rd, Greensborough Bypass to Plenty Rd ",3357,4169,SB
55446,505,"St Kilda Rd, Southbank Bvd to Toorak Rd",4532,4539,SB
55447,506,"St Kilda Rd, Kings Way to Southbank Bvd",4539,4532,NB
55448,511,"Williams Rd, Toorak Rd to Malvern Rd",4745,4755,SB
55449,512,"Williams Rd, Malvern Rd to Toorak Rd",4755,4745,NB
55450,515,"Hotham St, PHE to Nepean Hwy",2411,2312,SB
55451,516,"Hotham St, Nepean Hwy to PHE ",2312,2411,NB
55452,517,"Nepean Hwy, Glenhuntly Rd to North Rd",2312,2316,SB
55453,518,"Nepean Hwy, North Rd to Glenhuntly Rd",2316,2312,NB
55454,523,"Burnley St, Victoria St to Bridge Rd",4821,4805,SB
55455,524,"Burnley St,  Bridge Rd to Victoria St ",4805,4821,NB
55456,525,"Burnley St, Bridge Rd to Swan St",4805,4810,SB
55457,526,"Burnley St, Swan St to Bridge Rd ",4810,4805,NB
55458,527,"Commercial Rd, St Kilda Rd to Punt Rd",4541,3399,EB
55459,528,"Commercial Rd, Punt Rd to St Kilda Rd ",3399,4541,WB
55460,529,"Eastern Fwy, Chandler Hwy to Bulleen Rd",2822,2827,EB
55461,530,"Eastern Fwy, Bulleen Rd to Chandler Hwy",2827,2820,WB
55462,531,"Monash Fwy, Toorak Rd to Burke Rd ",2843,2845,EB
55463,533,"Johnston St, Hoddle St to Paterson St",3382,3449,EB
55464,535,"Studley Park Rd, Paterson St to Denmark St",3449,3662,EB
55465,536,"Studley Park Rd, Denmark St to Paterson St ",3662,3449,WB
55466,537,"Victoria St, Hoddle St to Burnley St",3385,4821,EB
55467,538,"Victoria St, Burnley St to Hoddle St ",4821,3385,WB
55468,539,"Barkers Rd, Burnley St to Kew Depot",4821,1379,EB
55469,540,"Barkers Rd, Kew Depot to Burnley St ",1379,4821,WB
55470,541,"Bridge Rd, Punt Rd to Burnley St",3390,4805,EB
55471,542,"Bridge Rd, Burnley St to Punt Rd",4805,3390,WB
55472,543,"Bridge Rd/Burwood, Burnley St to Auburn Rd",4805,4266,EB
55473,544,"Burwood Rd/Bridge Rd, Auburn Rd to Burnley St ",4266,4805,WB
55474,545,"Swan St, Punt Rd to Burnley St",3393,4810,EB
55475,546,"Swan St, Burnley St to Punt Rd ",4810,3393,WB
55476,547,"Swan St/Wallen, Burnley St to Power St ",4810,4268,EB
55477,548,"Swan St/Wallen St, Power St to Burnley St",4268,4810,WB
55478,3512,"Princes Fwy, Aviation Rd ramp to Westgate Fwy",31053,31060,NB
55479,3513,"Princes Fwy, Westgate Fwy to Aviation Rd ramp",31060,31053,SB
55480,553,"Monash Fwy, Burke Rd to Flinders St",2845,2929,WB
55481,556,"Malvern Rd, Williams Rd to Tooronga Rd",4755,4353,EB
55482,3514,"Princes Fwy, Princes Fwy IB ramp to Aviation Rd ramp",1399,31053,EB
55483,557,"Malvern Rd, Tooronga Rd to Williams Rd ",4353,4755,WB
55484,558,"Main Rd West, Kings Rd to St Albans Rd",4930,4932,EB
55485,559,"Main Rd West, St Albans Rd to Kings Rd",4932,4930,WB
55486,560,"Main Rd East, St Albans Rd to Sunshine Ave",4932,2629,EB
55487,561,"Main Rd East, Sunshine Ave to St Albans Rd",2629,4932,WB
55488,562,"Sunshine Ave/McIntyre Rd, Main Rd East to Furlong Rd",2629,4934,SB
55489,563,"McIntyre Rd/Sunshine Ave,  Furlong Rd to Main Rd East ",4934,2629,NB
55490,564,"Mcintyre Rd, Furlong Rd to Western Hwy",4934,2613,SB
55491,565,"Mcintyre Rd, Western Hwy to Furlong Rd ",2613,4934,NB
55492,566,"Furlong Rd, Mcintyre Rd to Western Ring Rd ",4934,4971,WB
55493,567,"Furlong Rd, Western Ring Rd to Mcintyre Rd",4971,4934,EB
55494,568,"Furlong Rd, St Albans Rd to Western Ring Rd",4935,4971,EB
55495,569,"Furlong Rd, Western Ring Rd to St Albans Rd ",4971,4935,WB
55496,570,"Furlong Rd, Cairnlea Dr to St Albans Rd",2674,4935,EB
55497,571,"Furlong Rd, St Albans Rd to Cairnlea Dr ",4935,2674,WB
55498,572,"Furlong Rd, Station Rd to Cairnlea Dr",2706,2674,EB
55499,573,"Furlong Rd, Cairnlea Dr to Station Rd",2674,2706,WB
55500,574,"Station Rd, Main Rd to Furlong Rd",4930,2706,SB
55501,575,"Station Rd, Furlong Rd to Main Rd ",2706,4930,NB
55502,576,"St Albans Rd, Main Rd to Furlong Rd",4932,4935,SB
55503,577,"St Albans Rd, Furlong Rd to Main Rd",4935,4932,NB
55504,578,"St Albans Rd, Furlong Rd to Ballarat Rd",4935,2613,SB
55505,579,"St Albans Rd, Ballarat Rd to Furlong Rd",2613,4935,NB
55506,580,"Monash Fwy (Toorak Rd exit ramp), Burke Rd to Auburn Rd",2845,2843,WB
55507,582,"Main Rd, Bridge St to Fitzsimons Ln",715,984,SB
55508,3515,"Princes Fwy, Aviation Rd ramp to Princes Fwy IB ramp",31053,1399,WB
55509,583,"Lwr Plentry Rd/Main Rd, Greensborough Rd to Panorama Ave",3333,718,EB
55510,584,"Main Rd/Lwr Plentry Rd, Panorama Ave to Greensborough Rd",718,3333,WB
55511,585,"Blackburn Rd (Chapel St), Surrey Rd to South Pde",115,354,SB
55512,586,"Blackburn Rd (Chapel St), South Pde to Surrey Rd",354,115,NB
55513,587,"Centre Rd, Carinish Rd to Westall Rd",4698,2956,EB
55514,588,"Centre Rd, Westall Rd to Carinish Rd",2956,4698,WB
55515,591,"Canterbury Rd, Blackburn Rd to Springvale Rd",844,417,EB
55516,592,"Canterbury Rd, Springvale Rd to Blackburn Rd",417,844,WB
55517,595,"Koornang Rd, PHE to Rosstown Rd",2421,2745,SB
55518,596,"Koornang Rd, Rosstown Rd to PHE",2745,2421,NB
55519,597,"Koornang Rd, Rosstown Rd to Neerim Rd",2745,4084,SB
55520,598,"Koornang Rd, Neerim Rd to Rosstown Rd",4084,2745,NB
55521,599,"Murrumbeena Rd, PHE to Kangaroo Rd",2422,3567,SB
55522,600,"Murrumbeena Rd, Kangaroo Rd to PHE",3567,2422,NB
55523,601,"Murrumbeena Rd, Kangaroo Rd to North Rd",3567,3560,SB
55524,602,"Murrumbeena Rd, North Rd to Kangaroo Rd",3560,3567,NB
55525,603,"Centre Rd, Clayton Rd to Carinish Rd",3198,4698,EB
55526,604,"Centre Rd, Carinish Rd to Clayton Rd",4698,3198,WB
55527,605,"Clayton Rd, Bourke Rd to Centre Rd",4636,3198,NB
55528,606,"Clayton Rd, Centre Rd to Bourke Rd",3198,4636,SB
55529,607,"Centre Rd, Warrigal Rd to Clayton Rd",3694,3198,EB
55530,608,"Centre Rd, Clayton Rd to Warrigal Rd",3198,3694,WB
55531,609,"Heatherdale Rd, Maroondah Hwy to Canterbury Rd",125,851,SB
55532,610,"Heatherdale Rd, Canterbury Rd to Maroondah Hwy",851,125,NB
55533,611,"Blackburn Rd, South Pde to Canterbury Rd",354,844,SB
55534,612,"Blackburn Rd, Canterbury Rd to South Pde",844,354,NB
55535,613,"PHE/Grange Rd, Burke Rd to Neerim Rd ",2419,3290,SB
55536,614,"Grange Rd/PHE, Neerim Rd to Burke Rd",3290,2419,NB
55537,615,"Neerim Rd, Grange Rd to Koornang Rd ",3290,4084,EB
55538,616,"Neerim Rd, Koornang Rd to Grange Rd",4084,3290,WB
55539,617,"Grange Rd, Neerim Rd to North Rd",3290,3558,SB
55540,618,"Grange Rd, North Rd to Neerim Rd",3558,3290,NB
55541,619,"Jasper Rd, North Rd to Mckinnon Rd",3558,3440,SB
55542,620,"Jasper Rd, Mckinnon Rd to North Rd",3440,3558,NB
55543,621,"North Rd, Jasper Rd to Booran Rd",3558,3555,WB
55544,622,"North Rd, Booran Rd to Jasper Rd",3555,3558,EB
55545,627,"Mountain Hwy, Boronia Rd to Stud Rd",775,790,EB
55546,628,"Mountain Hwy, Stud Rd to Boronia Rd ",790,775,WB
55547,629,"Mountain Hwy, Stud Rd to High St ",790,791,EB
55548,630,"Mountain Hwy, High St to Stud Rd",791,790,WB
55549,631,"Mountain Hwy, High St to Scoresby Rd ",791,777,EB
55550,632,"Mountain Hwy, Scoresby Rd to High St",777,791,WB
55551,633,"Mountain Hwy, Scoresby Rd to Dorset Rd",777,778,EB
55552,634,"Mountain Hwy, Dorset Rd to Scoresby Rd",778,777,WB
55553,635,"Dorset Rd, Mountain Hwy to Boronia Rd",778,374,SB
55554,636,"Dorset Rd, Boronia Rd to Mountain Hwy",374,778,NB
55555,637,"Boronia Rd, Soresby Rd to Dorset Rd",371,374,EB
55556,638,"Boronia Rd, Dorset Rd to Soresby Rd ",374,371,WB
55557,714,"Wellington Rd, Stud Rd to Eastlink",784,1108,WB
55558,715,"Wellington Rd, Stud Rd to Napoleon Rd ",784,789,EB
55559,716,"Wellington Rd, Napoleon Rd to Stud Rd",789,784,WB
55560,717,"Poath Rd, Railway Pde to North Rd",4101,3561,SB
55561,718,"Poath Rd, North Rd to Railway Pde",3561,4101,NB
55562,719,"Taylors Rd, East Esplanade to Sunshine Av ",2580,2722,EB
55563,720,"Taylors Rd, Sunshine Ave to East Esplanade",2722,2580,WB
55564,721,"East Esplanade, Taylors Rd to Main Rd East",2580,4932,SB
55565,722,"East Esplanade,  Main Rd East to Taylors Rd ",4932,2580,NB
55566,723,"Sunshine Ave, Taylors Rd to Main Rd East",2722,2629,SB
55567,724,"Sunshine Ave,  Main Rd East to Taylors Rd",2629,2722,NB
55568,725,"Station Rd, Ballart Rd to Furlong Rd",2614,2706,NB
55569,726,"Station Rd, Furlong Rd to Ballart Rd",2706,2614,SB
55570,727,"Ballart Rd, Station Rd to WWR",2614,2627,EB
55571,728,"Ballart Rd, WWR to Station Rd ",2627,2614,SB
55572,729,"Ballart Rd, WRR to Anderson Rd",2627,2613,EB
55573,730,"Ballart Rd, Anderson Rd to WRR",2613,2627,WB
55574,731,"Maroondah Hwy, Middleborough Rd to Surrey Rd ",2208,115,EB
55575,732,"Maroondah Hwy, Surrey Rd to Middleborough Rd",115,2208,WB
55576,733,"Middleborough Rd, Maroondah Hwy to Canterbury Rd",2208,3132,SB
55577,734,"Middleborough Rd, Canterbury Rd to Maroondah Hwy",3132,2208,NB
55578,735,"Canterbury Rd, Middleborough Rd to Blackburn Rd ",3132,844,EB
55579,736,"Canterbury Rd, Blackburn Rd to Middleborough Rd",844,3132,WB
55580,737,"Canterbury Rd,  Elgar Rd to Middleborough Rd",3130,3132,EB
55581,738,"Canterbury Rd, Middleborough Rd to Elgar Rd",3132,3130,WB
55582,739,"Middleborough Rd, Eastern Fwy to Maroondah Hwy",574,2208,SB
55583,740,"Middleborough Rd, Maroondah Hwy to Eastern Fwy ",2208,574,NB
55584,741,"Eastern Fwy, Middleborough Rd to Blackburn Rd",574,575,EB
55585,742,"Eastern Fwy, Blackburn Rd to Middleborough Rd",575,574,WB
55586,743,"Maroondah Hwy, Springvale Rd to Mitcham Rd ",117,121,EB
55587,744,"Maroondah Hwy, Mitcham Rd to Springvale Rd",121,117,WB
55588,745,"Mitcham Rd, Maroondah Hwy to Canterbury Rd",121,849,SB
55589,746,"Mitcham Rd, Canterbury Rd to Maroondah Hwy",849,121,NB
55590,747,"Canterbury Rd, Springvale Rd to Mitcham Rd",417,849,EB
55591,748,"Canterbury Rd, Mitcham Rd to Springvale Rd ",849,417,WB
55592,749,"Canterbury Rd, Boronia Rd to Heatherdale Rd",849,851,EB
55593,750,"Canterbury Rd, Heatherdale Rd to Mitcham Rd ",851,849,WB
55594,751,"Maroondah Hwy, Mitcham Rd to Deep Creek Rd ",121,124,EB
55595,752,"Maroondah Hwy, Deep Creek Rd to Mitcham Rd",124,121,WB
55596,753,"Maroondah Hwy, Deep Creek Rd to Heatherdale Rd",124,125,EB
55597,754,"Maroondah Hwy, Hetherdale Rd to Deep Creek Rd",125,124,WB
55598,755,"Maroondah Hwy, Heatherdale Rd to Ringwood St",125,129,EB
55599,756,"Maroondah Hwy, Ringwood St to Heatherdale Rd",129,125,WB
55600,757,"Glenhuntly Rd, Nepean Hwy to Hawthorn Rd ",2312,4091,EB
55601,758,"Glenhuntly Rd, Hawthorn Rd to Nepean Hwy",4091,2312,WB
55602,759,"Glenhuntly Rd, Hawthorn Rd to Booran Rd ",4091,4093,EB
55603,760,"Glenhuntly Rd, Booran Rd to Hawthorn Rd",4093,4091,WB
55604,761,"Glenhuntly Rd, Booran Rd to Grange Rd",4093,3291,EB
55605,762,"Glenhuntly Rd, Grange Rd to Booran Rd",3291,4093,WB
55606,763,"Hawthorn Rd, Glenhuntly Rd to North Rd ",4091,3553,SB
55607,764,"Hawthorn Rd, North Rd to Glenhuntly Rd",3553,4091,NB
55608,765,"Booran Rd, Glenhuntly Rd to North Rd",4093,3555,SB
55609,766,"Booran Rd, North Rd to Glenhuntly Rd ",3555,4093,NB
55610,767,"Centre Rd,  Nepean Hwy to Nr Gilbert Grv ",2320,3443,EB
55611,768,"Centre Rd, Nr Gilbert Grv to Nepean Hwy",3443,2320,WB
55612,769,"Wheatley St, North Rd to Centre Rd ",3555,3443,SB
55613,770,"Wheatley St, Centre Rd to North Rd",3443,3555,NB
55614,771,"South Rd, Nepean Hwy to Jasper Rd ",2322,3635,EB
55615,772,"South Rd, Jasper Rd to Nepean Hwy",3635,2322,WB
55616,773,"South Rd, Japser Rd to East Boundary Rd ",3635,3637,EB
55617,774,"South Rd, East Boundary Rd to Japser Rd",3637,3635,WB
55618,775,"South Rd, East Boundary Rd to Warrigal Rd ",3637,3696,EB
55619,776,"South Rd, Warrigal Rd to East Boundary Rd",3696,3637,WB
55620,777,"Jasper Rd,  Centre Rd to South Rd ",3441,3635,SB
55621,778,"Jasper Rd, South Rd to Centre Rd",3635,3441,NB
55622,779,"East Boundary Rd,  Centre Rd to South Rd ",4613,3637,SB
55623,780,"East Boundary Rd, South Rd to Centre Rd",3637,4613,NB
55624,781,"Warrigal Rd, Old Dandenong Rd to South Rd ",3695,3696,SB
55625,782,"Warrigal Rd, South Rd to Old Dandenong Rd",3696,3695,NB
55626,783,"Warrigal Rd, South Rd to Kingston Rd",3696,3698,SB
55627,784,"Warrigal Rd, Kingston Rd to South Rd",3698,3696,NB
55628,785,"Hawthorn Rd, Glen Eira Rd to Glenhuntly Rd",4080,4091,SB
55629,786,"Hawthorn Rd, Glenhuntly Rd to Glen Eira Rd",4091,4080,NB
55630,787,"Hawthorn Rd/Nepean Hwy, North Rd to Centre Rd",3553,2320,SB
55631,788,"Nepean Hwy/Hawthorn Rd, Centre Rd to North Rd ",2320,3553,NB
55632,791,"Neerim Rd, Koornang Rd to Murrumbeena Rd",4084,4085,EB
55633,792,"Neerim Rd, Murrumbeena Rd to Koornang Rd",4085,4084,WB
55634,793,"PHE, Chapel St to Williams Rd",2409,2411,EB
55635,794,"Glen Eira Rd/Neerim Rd, Hawthorn Rd to Grange Rd ",4080,3290,EB
55636,795,"Neerim Rd/Glen Eira Rd, Grange Rd to Hawthorn Rd",3290,4080,WB
55637,796,"Heatherton Rd, Clayton Rd to Springvale Rd",3212,438,EB
55638,797,"Heatherton Rd, Springvale Rd to Clayton Rd",438,3212,WB
55639,798,"Hawthorn Rd, Glen Eira Rd to PHE ",4080,2414,NB
55640,799,"Hawthorn Rd, PHE to Glen Eira Rd",2414,4080,SB
55641,800,"Railway Rde, Murrumbeena Rd to Poath Rd ",4085,4101,EB
55642,801,"Railway Rde, Poath Rd to Murrumbeena Rd",4101,4085,WB
55643,641,"Scoresby Rd, Mountain Hwy to Station St",777,788,SB
55644,642,"Scoresby Rd, Station St to Mountain Hwy",788,777,NB
55645,643,"Scoresby Rd, Power Rd to Boronia Rd",788,371,SB
55646,644,"Scoresby Rd, Boronia Rd to Power Rd ",371,788,NB
55647,645,"Station St, Mountain Hwy to Scoresby Rd",791,788,SB
55648,646,"Station St, Scoresby Rd to Mountain Hwy ",788,791,NB
55649,647,"Stud Rd,  Boronia Rd to Burwood Hwy ",369,170,SB
55650,648,"Stud Rd, Burwood Hwy to Boronia Rd",170,369,NB
55651,651,"Bayswater Rd, Canterbury Rd to Mountain Hwy ",860,777,SB
55652,652,"Bayswater Rd, Mountain Hwy to Canterbury Rd",777,860,NB
55653,653,"Canterbury Rd, Wantirna Rd to Bayswater Rd",853,860,EB
55654,654,"Canterbury Rd, Bayswater Rd to Wantirna Rd ",860,853,WB
55655,655,"Wantirna Rd, Canterbury Rd to Mountain Hwy",853,775,SB
55656,656,"Wantirna Rd, Mountain Hwy to Canterbury Rd",775,853,NB
55657,657,"Canterbury Rd, Heatherdale Rd to Wantirna Rd",851,853,EB
55658,658,"Canterbury Rd, Wantirna Rd to Hetherdale Rd",853,851,WB
55659,659,"Wantirna Rd, Maroondah Hwy to Canterbury Rd",129,853,SB
55660,660,"Wantirna Rd, Canterbury Rd to Maroondah Hwy",853,129,NB
55661,661,"Scoresby Rd, Boronia Rd to Burwood Hwy",371,174,SB
55662,663,"Stud Rd, Boronia Rd to Mountain Hwy",369,790,NB
55663,664,"Stud Rd, Mountain Hwy to Boronia Rd",790,369,SB
55664,665,"Boronia Rd, Stud Rd to Mountain Hwy",369,775,WB
55665,666,"Boronia Rd, Mountain Hwy to Stud Rd",775,369,EB
55666,667,"Centre Rd, Wheatley Rd to Jasper Rd",3443,3441,EB
55667,668,"Centre Rd, Jasper Rd to Wheatley Rd",3441,3443,WB
55668,669,"Jasper Rd, Centre Rd to McKinnon Rd",3441,3440,NB
55669,670,"Jasper Rd, McKinnon Rd to Centre Rd",3440,3441,SB
55670,673,"Corrigan Rd,  PHE to Lightwood Rd",188,927,SB
55671,674,"Corrigan Rd, Lightwood Rd to PHE",927,188,NB
55672,675,"Corrigan Rd, Lightwood Rd to Athol Rd ",927,925,SB
55673,676,"Corrigan Rd, Athol Rd to Lightwood Rd",925,927,NB
55674,677,"Chandler Rd, Heatherton Rd to Railway Pde",656,954,SB
55675,678,"Chandler Rd, Railway Pde to Heatherton Rd",954,656,NB
55676,679,"Lightwood Rd, Springvale Rd to Corrigan Rd ",435,927,EB
55677,680,"Lightwood Rd, Corrigan Rd to Springvale Rd",927,435,WB
55678,3,"Bulleen Rd, Eastern Fwy to Manningham Rd",2827,686,NB
55679,5,"Greensborough Hwy, M80 to Grimshaw St",3357,4187,SB
55680,6,"Greensborough Hwy, Grimshaw St to M80",4187,3357,NB
55681,7,"Greensborough Hwy, Grimshaw St to Watsonia Rd",4187,3341,SB
55682,484,"Plenty Rd, Bent St to Greenswood Dve",3736,4181,SB
55683,485,"Heidelberg Rd/Hoddle St, Fenwick St to Ramsden St",3304,4146,SB
55684,486,"Hoddle St/Heidelberg Rd, Ramsden St to Fenwick St",4146,3304,NB
55685,489,"Ballarat Road,  Mills Cl to Gordon St ",2504,2603,WB
55686,490,"Ballarat Road, Gordon St to Mills Cl",2603,2504,EB
55687,491,"Ballarat Rd, Ashley St to Gordon St",2607,2603,EB
55688,682,"Douglas/Lightwood, Chandler Rd to Corrigan Rd",954,927,WB
55689,683,"Railway Parade, Chandler Rd to Nr Cyril Gr ",954,3097,EB
55690,684,"Railway Parade, Nr Cyril Gr to Chandler Rd",3097,954,SB
55691,685,"South Gippsland Hwy,  Commercial Dr to Thomsons Rd",569,256,SB
55692,686,"South Gippsland Hwy, Thomsons Rd to Commercial Dr",256,569,NB
55693,687,"Brunton Ave, Wellington Pde to Swan St",2934,3393,SB
55694,688,"Brunton Ave, Swan St to Wellington Pde",3393,2934,NB
55695,689,"Chandler Rd, Railway Parade to Cheltenham Rd",954,670,SB
55696,690,"Chandler Rd, Cheltenham Rd to Railway Parade",670,954,NB
55697,691,"Hoddle St, Victoria Pde to Bridge Rd",3385,3390,SB
55698,695,"Hoddle St, Eastern Fwy On Ramp to Johnston St",3380,3382,SB
55699,696,"Hoddle St, Johnston St to Eastern Fwy On Ramp ",3382,3380,NB
55700,697,"Nicholson St, Alexandra Pde to Johnston St ",2100,3450,SB
55701,698,"Nicholson St, Johnston St to Alexandra Pde",3450,2100,NB
55702,699,"Nicholson St, Johnston St to Victoria Pde",3450,4406,SB
55703,700,"Nicholson St, Victoria Pde to Johnston St ",4406,3450,NB
55704,3506,"Princes Fwy, Synedes Rd to Forsyth Rd ramp",31054,31058,EB
55705,701,"Eastern Fwy, Blackburn Rd to Hoddle St",575,3380,WB
55706,702,"Eastern Fwy, Blackburn Rd to Wellington St",575,2104,WB
55707,703,"Heatherton Rd, Chandler Rd to Springvale Rd",656,438,WB
55708,704,"Heatherton Rd, Springvale Rd to Chandler Rd",438,656,EB
55709,705,"Springvale Rd, Queens Ave (Rail Xing) to Heatherton Rd",435,438,SB
55710,707,"Wellington Rd, Springvale Rd to Jells Rd",432,492,EB
55711,708,"Wellington Rd, Jells Rd to Springvale Rd ",492,432,WB
55712,709,"Wellington Rd, Jells Rd to Jacksons Rd",492,268,EB
55713,710,"Wellington Rd, Jacksons Rd to Jells Rd ",268,492,WB
55714,711,"Wellington Rd, Jacksons Rd to Eastlink ",268,1108,EB
55715,712,"Wellington Rd, Eastlink to Jacksons Rd",1108,268,WB
55716,803,"Canterbury Rd, Dorset Rd to Bayswater Rd",631,860,WB
55717,804,"Dorset Rd, Canterbury Rd to Mountain Hwy ",631,778,SB
55718,805,"Dorset Rd, Mountain Hwy to Canterbury Rd",778,631,NB
55719,858,"Toorak Rd, Orrong Rd to Glenferrie Rd",4748,4356,EB
55720,859,"Toorak Rd, Glenferrie Rd to Orrong Rd",4356,4748,WB
55721,860,"Toorak Rd, Orrong Rd to Williams Rd",4748,4745,WB
55722,861,"Toorak Rd, Williams Rd to Orrong Rd",4745,4748,EB
55723,862,"Orrong Rd, Toorak Rd to High St",4748,4766,SB
55724,863,"Orrong Rd, High St to Toorak Rd",4766,4748,NB
55725,864,"Orrong Rd, PHE to High St",2412,4766,NB
55726,865,"Orrong Rd, High St to PHE",4766,2412,SB
55727,866,"Wattletree Rd, Orrong Rd to Tooronga Rd",2412,4365,EB
55728,867,"Wattletree Rd, Tooronga Rd to Orrong Rd",4365,2412,WB
55729,868,"Toorak Rd off ramp, Monash Fwy (Burke Rd) to Glenferrie Rd",2845,4356,WB
55730,869,"Toorak Rd on ramp, Glenferrie Rd to Burke Rd (Monash Fwy)",4356,2845,EB
55731,870,"Pt Nepean Rd, Nepean Hwy to Lonsdale St",834,555,WB
55732,871,"Pt Nepean Rd, Lonsdale St to Nepean Hwy",555,834,EB
55733,872,"Pt Nepean Rd, Jetty Rd to Lonsdale St",244,555,EB
55734,873,"Pt Nepean Rd, Lonsdale St to Jetty Rd",555,244,WB
55735,874,"Pt Nepean Rd, Jetty Rd to Boneo Rd",244,248,WB
55736,875,"Pt Nepean Rd, Boneo Rd to Jetty Rd",248,244,EB
55737,878,"Pt Nepean Rd, Truemans Rd to Dundas St",501,247,WB
55738,879,"Pt Nepean Rd, Dundas St to Truemans Rd",247,501,EB
55739,880,"Montague/Wurundjeri, Lorimer to Flinders St",4902,4526,NB
55740,881,"Wurundjeri Way/Montague St,  Flinders St to Lorimer",4526,4902,SB
